,2020,2019
Úhrn,101.90
Potraviny a nealkoholické nápoje,102.50
Alkoholické nápoje a tabak,101.10
Odevy a obuv,100.50
"Bývanie, voda, elektrina, plyn a ostatné palivá",104.60
"Nábytok, bytové zariadenie a bežná údržba domácnosti",101.70
Zdravie,102.60
Doprava,96.60
Pošty a spoje,101.00
Rekreácia  a kultúra,102.10
Vzdelávanie,104.10
Reštaurácie a hotely,102.60
Rozličné tovary a služby,104.10
